Cím,Épület/szárny,Szint,Helyiség száma,Helyiség neve,"Berendezés v. szolgáltatás
","Berendezés gyártó
","Berendezés tipusa
","Gyári szám/Egyéb berendezés adat
",Berendezés kód,Tender besorolás,Karb.alk./év
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,623,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,623,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,624,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,624,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,625,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,625,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,626,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,626,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,627,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,627,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,642,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,642,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,643,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,643,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,644,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,644,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,645,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,645,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,646,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,646,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,648,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,648,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,649,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,649,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,667,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,667,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,670,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,670,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,672,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,672,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,673,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,673,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,674,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,674,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,675,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,675,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,676,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,676,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,677,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,677,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,678,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,678,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,679,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,679,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,680,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,6. emelet,680,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,701,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,701,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,702,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,702,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,703,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,703,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,704,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,704,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,705,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,705,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,706,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,706,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,707,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,707,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,708,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,708,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,709,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,709,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,710,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,710,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,711,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,711,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,712,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet,712,,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,4. emelet,455,klíma,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,4. emelet,455,klíma,VRV_INDOOR_UNIT,Daikin,,,,INDOOR_UNIT_ABOVE_2_5_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,148,klíma,LIQUID_CHILLER,Daikin,,EWWQ120G-SS034,,LIQUID_CHILLER_100_TO_500_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,148,klíma,LIQUID_CHILLER,Daikin,,EWWQ120G-SS034,,LIQUID_CHILLER_100_TO_500_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,148,klíma,LIQUID_CHILLER,Daikin,,EWWQ120G-SS034,,LIQUID_CHILLER_100_TO_500_KW,2
"Budapest, Kossuth tér 2-4.",A0044,földszint,148,klíma,LIQUID_CHILLER,Daikin,,EWWQ120G-SS034,,LIQUID_CHILLER_100_TO_500_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet lapostető,T00,Tetőszint,LIQUID_CHILLER,McQuay,,McSmart400C,,LIQUID_CHILLER_100_TO_500_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet lapostető,T00,Tetőszint,LIQUID_CHILLER,McQuay,,McSmart400C,,LIQUID_CHILLER_100_TO_500_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet lapostető,T00,Tetőszint,LIQUID_CHILLER,Daikin,,EWDQ064CAWNB,,LIQUID_CHILLER_50_TO_100_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet lapostető,T00,Tetőszint,LIQUID_CHILLER,Daikin,,EWDQ064CAWNB,,LIQUID_CHILLER_50_TO_100_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet lapostető,T00,Tetőszint,LIQUID_CHILLER,Daikin,,EWDQ064CAWNB,,LIQUID_CHILLER_50_TO_100_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet lapostető,T00,Tetőszint,LIQUID_CHILLER,Daikin,,EWDQ064CAWNB,,LIQUID_CHILLER_50_TO_100_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet lapostető,T00,Tetőszint,LIQUID_CHILLER,McQuay,,ALZ 013.1 LN,,LIQUID_CHILLER_UP_TO_50_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet lapostető,T00,Tetőszint,LIQUID_CHILLER,McQuay,,ALZ 013.1 LN,,LIQUID_CHILLER_UP_TO_50_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet lapostető,T00,Tetőszint,CONDENSER,Cabero,,GCHD109A1X3,,CONDENSER_ABOVE_80_KW,2
"Budapest, Kossuth tér 2-4.",A0044,7. emelet lapostető,T00,Tetőszint,CONDENSER,Cabero,,GCHD109A1X4,,CONDENSER_ABOVE_80_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Panasonic,,"oldalfali 10 kW, 17.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Panasonic,,"oldalfali 10 kW, 17.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Panasonic,,"oldalfali 10 kW, 17.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,23.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 23/10.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,23.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 23/10.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,23.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 23/10.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,23.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 23/8/2",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,23.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 23/8/2",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,23.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 23/8/2",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,23.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 23/9/2",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,23.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 23/9/2",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,23.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 23/9/2",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,25.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, nincs sorszám",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,25.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, nincs sorszám",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,25.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, nincs sorszám",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,25.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 25/6.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,25.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 25/6.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,25.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 25/6.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,28-29.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 1.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,28-29.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 1.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,28-29.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 1.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,28-29.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 2.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,28-29.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 2.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,28-29.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 2.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2/a,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 2a/4.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2/a,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 2a/4.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2/a,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 10 kW, 2a/4.",,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,158.,Konferencia terem,SPLIT_INDOOR_UNIT,Daikin,FCAG100BVEB,mennyezeti beltéri,,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,158.,Konferencia terem,SPLIT_INDOOR_UNIT,Daikin,FCAG100BVEB,mennyezeti beltéri,,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,158.,Konferencia terem,SPLIT_INDOOR_UNIT,Daikin,FCAG100BVEB,mennyezeti beltéri,,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,158.,Konferencia terem,SPLIT_INDOOR_UNIT,Daikin,FCAG100BVEB,mennyezeti beltéri,,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,158.,Konferencia terem,SPLIT_INDOOR_UNIT,Daikin,FCAG100BVEB,mennyezeti beltéri,,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,158.,Konferencia terem,SPLIT_INDOOR_UNIT,Daikin,FCAG100BVEB,mennyezeti beltéri,,SPLIT_DUAL_MULTI_AC_ABOVE_10_KW,2
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Gree,,"oldalfali 7kW, 18.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Gree,,"oldalfali 7kW, 18.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Gree,,"oldalfali 7kW, 18.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Gree,,"oldalfali 7kW, 16.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Gree,,"oldalfali 7kW, 16.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Gree,,"oldalfali 7kW, 16.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Gree,,"oldalfali 7kW, 15.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Gree,,"oldalfali 7kW, 15.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Gree,,"oldalfali 7kW, 15.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 7,5kW, 2/6.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 7,5kW, 2/6.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 7,5kW, 2/6.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 7,5kW, 2/7.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 7,5kW, 2/7.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,2.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 7,5kW, 2/7.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,22.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 7,5kW, 1.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,22.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 7,5kW, 1.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,22.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 7,5kW, 1.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,22.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 7,5kW, 2.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,22.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 7,5kW, 2.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,22.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 7,5kW, 2.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,22.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 7,5kW, 3.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
"Budapest, Kossuth tér 2-4.",A0044,1. emelet,22.,szerver,SERVER_ROOM_SPLIT_INDOOR_UNIT,Daikin,,"oldalfali 7,5kW, 3.",,SPLIT_DUAL_MULTI_AC_5_TO_10_KW,4
